concept_id,code,source,datatype,amrs_id,amrs_datatype
1662,1662,CIEL,Boolean,10767,Boolean
1667,1667,CIEL,Coded,10854,Coded
1691,1691,CIEL,Boolean,2090,Boolean
1712,1605,AMPATH,Coded,1605,Coded
1714,1714,CIEL,Boolean,6215,N/A
1729,1729,CIEL,Coded,7014,Coded
1732,1732,CIEL,Coded,10604,Coded
1733,1733,CIEL,N/A,10491,N/A
1734,1734,CIEL,N/A,8787,N/A
1744,1744,CIEL,N/A,1861,N/A
1754,1754,CIEL,Coded,7043,Coded
1758,1758,CIEL,Coded,10998,Coded
1822,1822,CIEL,N/A,10492,N/A
1823,1823,CIEL,Numeric,7947,Numeric
1855,1855,CIEL,Boolean,9070,Coded
1859,1859,CIEL,Coded,8550,N/A
5021,5021,AMPATH,N/A,5021,N/A
5040,5040,AMPATH,N/A,5040,N/A
5042,2224,AMPATH,N/A,2224,N/A
5085,5085,AMPATH,Numeric,5085,Numeric
5086,5086,AMPATH,Numeric,5086,Numeric
5087,5087,AMPATH,Numeric,5087,Numeric
5088,5088,AMPATH,Numeric,5088,Numeric
5089,5089,AMPATH,Numeric,5089,Numeric
5090,5090,AMPATH,Numeric,5090,Numeric
5092,5092,AMPATH,Numeric,5092,Numeric
5096,5096,AMPATH,Date,5096,Date
5105,5105,AMPATH,N/A,5105,N/A
5209,5209,AMPATH,N/A,5209,N/A
5219,5219,AMPATH,Coded,5219,Coded
5240,5240,AMPATH,Boolean,5240,Boolean
5242,5242,AMPATH,Numeric,5242,Numeric
5244,5244,AMPATH,N/A,5244,N/A
5245,5245,AMPATH,Coded,5245,Coded
5272,44,AMPATH,Coded,44,N/A
5275,5275,AMPATH,N/A,5275,N/A
5277,5277,AMPATH,N/A,5277,N/A
5278,5278,AMPATH,N/A,5278,N/A
5279,5279,AMPATH,N/A,5279,N/A
5303,5054,AMPATH,Coded,5054,Numeric
5333,5333,AMPATH,N/A,5333,N/A
5334,295,AMPATH,N/A,295,N/A
5339,5339,AMPATH,N/A,5339,N/A
5340,5340,AMPATH,N/A,5340,N/A
5355,5355,AMPATH,Boolean,5355,Numeric
5356,5356,AMPATH,Coded,5356,Coded
5424,5424,AMPATH,N/A,5424,N/A
5483,5483,AMPATH,Boolean,5483,Coded
5484,5484,AMPATH,Coded,5484,Coded
5485,5485,AMPATH,N/A,5485,N/A
5486,5486,AMPATH,Numeric,5486,Numeric
5487,2223,AMPATH,Boolean,2223,Coded
5488,1687,AMPATH,Numeric,1687,N/A
5489,5489,AMPATH,N/A,5489,Numeric
5490,5490,AMPATH,N/A,5490,Numeric
5497,5497,AMPATH,Numeric,5497,Numeric
5526,5526,AMPATH,Coded,5526,Coded
5555,5555,AMPATH,N/A,5555,N/A
5576,2198,AMPATH,Boolean,2198,Coded
5596,1854,AMPATH,Date,1854,Date
5599,5599,AMPATH,Datetime,5599,Date
5617,5617,AMPATH,N/A,5617,N/A
5619,5619,AMPATH,Coded,5619,Coded
5622,5622,AMPATH,N/A,5622,N/A
5624,5624,AMPATH,Numeric,5624,Numeric
5629,5629,AMPATH,Boolean,5629,Boolean
5630,5630,AMPATH,Coded,5630,Coded
5632,2056,AMPATH,Coded,2056,Coded
5916,5916,AMPATH,Numeric,5916,Numeric
5978,5978,AMPATH,N/A,5978,N/A
6004,6004,AMPATH,Coded,6004,N/A
6032,6032,AMPATH,Coded,6032,N/A
6042,6042,AMPATH,Coded,6042,Coded
6046,6046,AMPATH,Coded,6046,N/A
6096,6096,AMPATH,Coded,6096,Coded
70056,70056,CIEL,N/A,814,N/A
70116,70116,CIEL,N/A,89,N/A
70245,70245,CIEL,N/A,732,N/A
70439,70439,CIEL,N/A,941,N/A
71160,265,AMPATH,N/A,265,N/A
71647,6159,AMPATH,N/A,6159,N/A
71648,71648,CIEL,N/A,11023,N/A
71780,71780,CIEL,N/A,735,N/A
71916,71916,CIEL,N/A,1240,N/A
72120,72120,CIEL,N/A,786,N/A
72822,2002,RxNORM,N/A,920,N/A
73006,73006,CIEL,N/A,963,N/A
73041,496,AMPATH,N/A,496,N/A
73043,73043,CIEL,N/A,737,N/A
73136,73136,CIEL,N/A,779,N/A
73239,266,AMPATH,N/A,266,N/A
73449,73449,CIEL,N/A,740,N/A
73624,73624,CIEL,N/A,960,N/A
73628,73628,CIEL,N/A,922,N/A
74250,74250,CIEL,N/A,92,N/A
74745,74745,CIEL,N/A,247,N/A
74778,74778,CIEL,N/A,436,N/A
74807,74807,CIEL,N/A,796,N/A
75161,75161,CIEL,N/A,959,N/A
75222,75222,CIEL,N/A,95,N/A
75523,633,AMPATH,N/A,633,N/A
75842,272,AMPATH,N/A,272,N/A
75948,2228,AMPATH,N/A,2228,N/A
76342,2363,AMPATH,N/A,2363,N/A
76464,76464,CIEL,N/A,447,N/A
76488,747,AMPATH,N/A,747,N/A
76552,2281,AMPATH,N/A,2281,N/A
76613,257,AMPATH,N/A,257,N/A
76734,76734,CIEL,N/A,99,N/A
77696,1243,AMPATH,N/A,1243,N/A
77714,290,AMPATH,N/A,290,N/A
77897,77897,CIEL,N/A,912,N/A
78010,78010,CIEL,N/A,263,N/A
78280,2229,AMPATH,N/A,2229,N/A
78476,78476,CIEL,N/A,926,N/A
78643,628,AMPATH,N/A,628,N/A
78873,271,AMPATH,N/A,271,N/A
79037,79037,CIEL,N/A,429,N/A
79040,79040,CIEL,N/A,9026,N/A
79053,79053,CIEL,N/A,957,N/A
79074,2265,AMPATH,N/A,2265,N/A
79250,314,AMPATH,N/A,314,N/A
79413,244,AMPATH,N/A,244,N/A
79723,79723,CIEL,N/A,251,N/A
79755,79755,CIEL,N/A,751,N/A
79782,237,AMPATH,N/A,237,N/A
79831,286,AMPATH,N/A,286,N/A
80487,635,AMPATH,N/A,635,N/A
80586,631,AMPATH,N/A,631,N/A
80637,250,AMPATH,N/A,250,N/A
80792,348,AMPATH,N/A,348,N/A
80945,80945,CIEL,N/A,919,N/A
81041,81041,CIEL,N/A,1244,N/A
81728,81728,CIEL,N/A,7460,N/A
82446,82446,CIEL,N/A,765,N/A
82453,82453,CIEL,N/A,491,N/A
82732,82732,CIEL,N/A,254,N/A
82900,5829,AMPATH,N/A,5829,N/A
82912,82912,CIEL,N/A,766,N/A
82913,82913,CIEL,N/A,10894,N/A
83023,243,AMPATH,N/A,243,N/A
83075,83075,CIEL,N/A,923,N/A
83412,795,AMPATH,N/A,795,N/A
84239,2269,AMPATH,N/A,2269,N/A
84309,625,AMPATH,N/A,625,N/A
84360,438,AMPATH,N/A,438,N/A
84795,802,AMPATH,N/A,802,N/A
84879,84879,CIEL,N/A,10957,N/A
85151,235,AMPATH,N/A,235,N/A
