concept_id,code,source,datatype,source_code
74123,387282000,"SNOMED NP",N/A,"387282000SNOMED NP"
84041,387319002,"SNOMED NP",N/A,"387319002SNOMED NP"
73624,387325003,"SNOMED NP",N/A,"387325003SNOMED NP"
75722,387327006,"SNOMED NP",N/A,"387327006SNOMED NP"
86688,387367007,"SNOMED NP",N/A,"387367007SNOMED NP"
84047,387390002,"SNOMED NP",N/A,"387390002SNOMED NP"
80704,387404004,"SNOMED NP",N/A,"387404004SNOMED NP"
73581,387410004,"SNOMED NP",N/A,"387410004SNOMED NP"
82024,387416005,"SNOMED NP",N/A,"387416005SNOMED NP"
82726,387423006,"SNOMED NP",N/A,"387423006SNOMED NP"
83725,387477005,"SNOMED NP",N/A,"387477005SNOMED NP"
73331,387479008,"SNOMED NP",N/A,"387479008SNOMED NP"
80637,387490003,"SNOMED NP",N/A,"387490003SNOMED NP"
74177,387511003,"SNOMED NP",N/A,"387511003SNOMED NP"
81022,387551000,"SNOMED NP",N/A,"387551000SNOMED NP"
78788,387552007,"SNOMED NP",N/A,"387552007SNOMED NP"
80719,388185005,"SNOMED CT",N/A,"388185005SNOMED CT"
84112,38828006,"SNOMED CT",N/A,"38828006SNOMED CT"
71154,391768005,"SNOMED CT",N/A,"391768005SNOMED CT"
73193,39384,RxNORM,N/A,39384RxNORM
79784,3941003,"SNOMED NP",N/A,"3941003SNOMED NP"
78056,39487003,"SNOMED CT",N/A,"39487003SNOMED CT"
1447,395268004,"SNOMED CT",N/A,"395268004SNOMED CT"
72484,395726003,"SNOMED NP",N/A,"395726003SNOMED NP"
431,395739004,"SNOMED CT",N/A,"395739004SNOMED CT"
78151,395751002,"SNOMED NP",N/A,"395751002SNOMED NP"
79523,395782003,"SNOMED NP",N/A,"395782003SNOMED NP"
79783,395793001,"SNOMED CT",N/A,"395793001SNOMED CT"
80107,395804007,"SNOMED NP",N/A,"395804007SNOMED NP"
83025,395852002,"SNOMED NP",N/A,"395852002SNOMED NP"
73303,395937005,"SNOMED CT",N/A,"395937005SNOMED CT"
74095,396008000,"SNOMED CT",N/A,"396008000SNOMED CT"
74613,396016009,"SNOMED CT",N/A,"396016009SNOMED CT"
79409,396427003,"SNOMED NP",N/A,"396427003SNOMED NP"
83563,396438003,"SNOMED NP",N/A,"396438003SNOMED NP"
84386,397224000,"SNOMED CT",N/A,"397224000SNOMED CT"
75953,398624005,"SNOMED CT",N/A,"398624005SNOMED CT"
70229,398628008,"SNOMED CT",N/A,"398628008SNOMED CT"
73312,398713003,"SNOMED NP",N/A,"398713003SNOMED NP"
105281,398731002,"SNOMED CT",N/A,"398731002SNOMED CT"
105232,398770008,"SNOMED CT",N/A,"398770008SNOMED CT"
81702,398841009,"SNOMED CT",N/A,"398841009SNOMED CT"
86688,39954,RxNORM,N/A,39954RxNORM
82364,400389005,"SNOMED CT",N/A,"400389005SNOMED CT"
72876,40048,RxNORM,N/A,40048RxNORM
82450,400891007,"SNOMED CT",N/A,"400891007SNOMED CT"
84669,40137,RxNORM,N/A,40137RxNORM
78809,40144,RxNORM,N/A,40144RxNORM
86346,4018,RxNORM,N/A,4018RxNORM
81855,402543,RxNORM,N/A,402543RxNORM
70125,4031,PIH,N/A,4031PIH
70294,4033,PIH,N/A,4033PIH
72678,4035,PIH,N/A,4035PIH
77725,4038,PIH,N/A,4038PIH
71589,4041,PIH,N/A,4041PIH
73546,4043,PIH,N/A,4043PIH
104128,404830004,"SNOMED CT",N/A,"404830004SNOMED CT"
71648,404837001,"SNOMED CT",N/A,"404837001SNOMED CT"
75628,404855005,"SNOMED CT",N/A,"404855005SNOMED CT"
78342,4048,PIH,N/A,4048PIH
1447,4051,PIH,N/A,4051PIH
75843,4055,RxNORM,N/A,4055RxNORM
75844,4056,RxNORM,N/A,4056RxNORM
82350,4057,PIH,N/A,4057PIH
931,40589005,"SNOMED CT",N/A,"40589005SNOMED CT"
82416,4058,PIH,N/A,4058PIH
84239,4061,PIH,N/A,4061PIH
86052,4062,PIH,N/A,4062PIH
72822,40820003,"SNOMED CT",N/A,"40820003SNOMED CT"
84360,40877002,"SNOMED CT",N/A,"40877002SNOMED CT"
74546,40901001,"SNOMED CT",N/A,"40901001SNOMED CT"
72081,40905005,"SNOMED CT",N/A,"40905005SNOMED CT"
72155,409405006,"SNOMED CT",N/A,"409405006SNOMED CT"
75928,4100,RxNORM,N/A,4100RxNORM
75948,4110,RxNORM,N/A,4110RxNORM
73265,411195003,"SNOMED CT",N/A,"411195003SNOMED CT"
78850,411305004,"SNOMED CT",N/A,"411305004SNOMED CT"
73240,411309005,"SNOMED CT",N/A,"411309005SNOMED CT"
76942,411310000,"SNOMED CT",N/A,"411310000SNOMED CT"
70057,412075008,"SNOMED CT",N/A,"412075008SNOMED CT"
77338,412197008,"SNOMED CT",N/A,"412197008SNOMED CT"
79508,412243001,"SNOMED CT",N/A,"412243001SNOMED CT"
104627,412256008,"SNOMED CT",N/A,"412256008SNOMED CT"
73088,412343003,"SNOMED CT",N/A,"412343003SNOMED CT"
74741,412372002,"SNOMED CT",N/A,"412372002SNOMED CT"
84879,412375000,"SNOMED CT",N/A,"412375000SNOMED CT"
77165,412398008,"SNOMED CT",N/A,"412398008SNOMED CT"
78468,412419002,"SNOMED CT",N/A,"412419002SNOMED CT"
104625,412420008,"SNOMED CT",N/A,"412420008SNOMED CT"
79038,412428001,"SNOMED CT",N/A,"412428001SNOMED CT"
75976,4127,RxNORM,N/A,4127RxNORM
104128,4129,"RxNORM Comb",N/A,"4129RxNORM Comb"
75984,4135,RxNORM,N/A,4135RxNORM
76558,41365009,"SNOMED CT",N/A,"41365009SNOMED CT"
84669,41395001,"SNOMED NP",N/A,"41395001SNOMED NP"
104567,414090006,"SNOMED CT",N/A,"414090006SNOMED CT"
75976,414148003,"SNOMED CT",N/A,"414148003SNOMED CT"
75928,41598000,"SNOMED NP",N/A,"41598000SNOMED NP"
73019,41722006,"SNOMED CT",N/A,"41722006SNOMED CT"
81457,417238004,"SNOMED CT",N/A,"417238004SNOMED CT"
71902,418268006,"SNOMED CT",N/A,"418268006SNOMED CT"
773,418558000,"SNOMED CT",N/A,"418558000SNOMED CT"
75844,419088007,"SNOMED CT",N/A,"419088007SNOMED CT"
161939,420135007,"SNOMED NP",N/A,"420135007SNOMED NP"
82350,420155008,"SNOMED CT",N/A,"420155008SNOMED CT"
75847,420446003,"SNOMED CT",N/A,"420446003SNOMED CT"
71560,420661005,"SNOMED CT",N/A,"420661005SNOMED CT"
75846,421270007,"SNOMED CT",N/A,"421270007SNOMED CT"
81723,4219002,"SNOMED CT",N/A,"4219002SNOMED CT"
162139,422303009,"SNOMED CT",N/A,"422303009SNOMED CT"
104937,422477005,"SNOMED CT",N/A,"422477005SNOMED CT"
1652,422889000,"SNOMED NP",Boolean,"422889000SNOMED NP"
79984,42331,RxNORM,N/A,42331RxNORM
82886,423321003,"SNOMED CT",N/A,"423321003SNOMED CT"
78952,42351,RxNORM,N/A,42351RxNORM
74258,423888002,"SNOMED NP",N/A,"423888002SNOMED NP"
74258,424096001,"SNOMED CT",N/A,"424096001SNOMED CT"
104565,424437001,"SNOMED CT",N/A,"424437001SNOMED CT"
79856,424521005,"SNOMED NP",N/A,"424521005SNOMED NP"
1652,424990009,"SNOMED CT",Boolean,"424990009SNOMED CT"
76164,4249,RxNORM,N/A,4249RxNORM
104600,425045009,"SNOMED CT",N/A,"425045009SNOMED CT"
70879,425496004,"SNOMED CT",N/A,"425496004SNOMED CT"
80699,426476003,"SNOMED NP",N/A,"426476003SNOMED NP"
81412,426653008,"SNOMED NP",N/A,"426653008SNOMED NP"
76027,426891005,"SNOMED CT",N/A,"426891005SNOMED CT"
80698,427332002,"SNOMED NP",N/A,"427332002SNOMED NP"
79833,42790,RxNORM,N/A,42790RxNORM
792,428009005,"SNOMED CT",N/A,"428009005SNOMED CT"
85134,42933,RxNORM,N/A,42933RxNORM
154378,429368003,"SNOMED CT",N/A,"429368003SNOMED CT"
154378,429707008,"SNOMED NP",N/A,"429707008SNOMED NP"
70439,430,RxNORM,N/A,430RxNORM
161925,431069006,"SNOMED CT",N/A,"431069006SNOMED CT"
104315,4316,"RxNORM Comb",N/A,"4316RxNORM Comb"
431,431,AMPATH,N/A,431AMPATH
431,431,CIEL,N/A,431CIEL
159810,432121008,"SNOMED CT",N/A,"432121008SNOMED CT"
71561,432555000,"SNOMED CT",N/A,"432555000SNOMED CT"
161182,432555000,"SNOMED NP",N/A,"432555000SNOMED NP"
78677,43611,RxNORM,N/A,43611RxNORM
79984,43684009,"SNOMED CT",N/A,"43684009SNOMED CT"
162484,43684009,"SNOMED NP",N/A,"43684009SNOMED NP"
71589,43706004,"SNOMED NP",N/A,"43706004SNOMED NP"
84360,438,AMPATH,N/A,438AMPATH
84360,438,PIH,N/A,438PIH
80195,441528009,"SNOMED NP",N/A,"441528009SNOMED NP"
76488,4450,RxNORM,N/A,4450RxNORM
76489,4451,RxNORM,N/A,4451RxNORM
75984,44790008,"SNOMED CT",N/A,"44790008SNOMED CT"
74975,44798001,"SNOMED CT",N/A,"44798001SNOMED CT"
75953,448,RxNORM,N/A,448RxNORM
81729,449005,"SNOMED CT",N/A,"449005SNOMED CT"
76550,4492,RxNORM,N/A,4492RxNORM
76558,4496,RxNORM,N/A,4496RxNORM
79620,44,RxNORM,N/A,44RxNORM
450,450,AMPATH,N/A,450AMPATH
450,450,CIEL,N/A,450CIEL
450,450,PIH,N/A,450PIH
76613,4511,RxNORM,N/A,4511RxNORM
70116,453,AMPATH,N/A,453AMPATH
104565,4566,"RxNORM Comb",N/A,"4566RxNORM Comb"
104567,4568,"RxNORM Comb",N/A,"4568RxNORM Comb"
84480,45844004,"SNOMED CT",N/A,"45844004SNOMED CT"
104584,4585,"RxNORM Comb",N/A,"4585RxNORM Comb"
73237,46009007,"SNOMED CT",N/A,"46009007SNOMED CT"
74258,460132,RxNORM,N/A,460132RxNORM
104600,4601,"RxNORM Comb",N/A,"4601RxNORM Comb"
76734,4603,RxNORM,N/A,4603RxNORM
71589,46123006,"SNOMED CT",N/A,"46123006SNOMED CT"
78032,46233009,"SNOMED CT",N/A,"46233009SNOMED CT"
104625,4626,"RxNORM Comb",N/A,"4626RxNORM Comb"
104627,4628,"RxNORM Comb",N/A,"4628RxNORM Comb"
72081,46967,RxNORM,N/A,46967RxNORM
74745,470,AMPATH,N/A,470AMPATH
74745,471,AMPATH,N/A,471AMPATH
73331,47331002,"SNOMED CT",N/A,"47331002SNOMED CT"
773,473,AMPATH,N/A,473AMPATH
104745,4746,"RxNORM Comb",N/A,"4746RxNORM Comb"
77897,475,AMPATH,N/A,475AMPATH
73241,47998,RxNORM,N/A,47998RxNORM
77029,4816,RxNORM,N/A,4816RxNORM
72075,48256008,"SNOMED CT",N/A,"48256008SNOMED CT"
70461,48474002,"SNOMED CT",N/A,"48474002SNOMED CT"
77054,4850,RxNORM,N/A,4850RxNORM
74745,48546005,"SNOMED CT",N/A,"48546005SNOMED CT"
86417,48603004,"SNOMED CT",N/A,"48603004SNOMED CT"
81412,486610,RxNORM,N/A,486610RxNORM
77064,4888,RxNORM,N/A,4888RxNORM
74614,48933,RxNORM,N/A,48933RxNORM
80704,4917,RxNORM,N/A,4917RxNORM
104937,4938,"RxNORM Comb",N/A,"4938RxNORM Comb"
768,4943,"RxNORM Comb",N/A,"4943RxNORM Comb"
83322,49802003,"SNOMED CT",N/A,"49802003SNOMED CT"
74614,49992008,"SNOMED CT",N/A,"49992008SNOMED CT"
70294,50685004,"SNOMED CT",N/A,"50685004SNOMED CT"
77343,5095,RxNORM,N/A,5095RxNORM
74123,51334008,"SNOMED CT",N/A,"51334008SNOMED CT"
79662,51758009,"SNOMED NP",N/A,"51758009SNOMED NP"
84889,51844001,"SNOMED NP",N/A,"51844001SNOMED NP"
105232,5233,"RxNORM Comb",N/A,"5233RxNORM Comb"
79523,52527,RxNORM,N/A,52527RxNORM
71119,52574003,"SNOMED CT",N/A,"52574003SNOMED CT"
5261,5261,AMPATH,N/A,5261AMPATH
5261,5261,CIEL,N/A,5261CIEL
190,5270,AMPATH,N/A,5270AMPATH
5275,5275,AMPATH,N/A,5275AMPATH
5275,5275,CIEL,N/A,5275CIEL
5278,5278,AMPATH,N/A,5278AMPATH
5278,5278,CIEL,N/A,5278CIEL
907,5279,PIH,N/A,5279PIH
105281,5282,"RxNORM Comb",N/A,"5282RxNORM Comb"
80586,53654,RxNORM,N/A,53654RxNORM
72678,53691001,"SNOMED CT",N/A,"53691001SNOMED CT"
80533,53855006,"SNOMED CT",N/A,"53855006SNOMED CT"
86546,54220,RxNORM,N/A,54220RxNORM
76164,54378000,"SNOMED CT",N/A,"54378000SNOMED CT"
84997,54659006,"SNOMED CT",N/A,"54659006SNOMED CT"
78349,547233,RxNORM,N/A,547233RxNORM
77696,5487,RxNORM,N/A,5487RxNORM
73087,54887004,"SNOMED CT",N/A,"54887004SNOMED CT"
82450,55062,RxNORM,N/A,55062RxNORM
77780,5514,RxNORM,N/A,5514RxNORM
72650,5540006,"SNOMED CT",N/A,"5540006SNOMED CT"
77795,5552,RxNORM,N/A,5552RxNORM
83352,55672,RxNORM,N/A,55672RxNORM
82734,55745002,"SNOMED NP",N/A,"55745002SNOMED NP"
82416,55889005,"SNOMED CT",N/A,"55889005SNOMED CT"
79413,56059005,"SNOMED CT",N/A,"56059005SNOMED CT"
77897,5640,RxNORM,N/A,5640RxNORM
77922,5657,RxNORM,N/A,5657RxNORM
77795,56602009,"SNOMED CT",N/A,"56602009SNOMED CT"
77964,5666,RxNORM,N/A,5666RxNORM
81732,56723006,"SNOMED NP",N/A,"56723006SNOMED NP"
86556,56844000,"SNOMED CT",N/A,"56844000SNOMED CT"
75535,569,RxNORM,N/A,569RxNORM
84041,57376006,"SNOMED CT",N/A,"57376006SNOMED CT"
84058,57789,RxNORM,N/A,57789RxNORM
73624,5797005,"SNOMED CT",N/A,"5797005SNOMED CT"
78032,5806,RxNORM,N/A,5806RxNORM
83774,58292001,"SNOMED NP",N/A,"58292001SNOMED NP"
82900,5829,AMPATH,N/A,5829AMPATH
78056,5856,RxNORM,N/A,5856RxNORM
73546,58883005,"SNOMED CT",N/A,"58883005SNOMED CT"
84583,58907007,"SNOMED NP",N/A,"58907007SNOMED NP"
78305,5924003,"SNOMED CT",N/A,"5924003SNOMED CT"
78130,5933,RxNORM,N/A,5933RxNORM
78151,5956,RxNORM,N/A,5956RxNORM
82919,59589008,"SNOMED CT",N/A,"59589008SNOMED CT"
80603,5975000,"SNOMED CT",N/A,"5975000SNOMED CT"
84309,59763,RxNORM,N/A,59763RxNORM
70942,598,RxNORM,N/A,598RxNORM
78258,6026,RxNORM,N/A,6026RxNORM
78280,6038,RxNORM,N/A,6038RxNORM
78305,6058,RxNORM,N/A,6058RxNORM
78342,6069,RxNORM,N/A,6069RxNORM
79833,60727003,"SNOMED CT",N/A,"60727003SNOMED CT"
80109,60886004,"SNOMED CT",N/A,"60886004SNOMED CT"
154378,6156,AMPATH,N/A,6156AMPATH
74258,6157,AMPATH,N/A,6157AMPATH
159810,6158,AMPATH,N/A,6158AMPATH
77962,617615,RxNORM,N/A,617615RxNORM
104567,6180,AMPATH,N/A,6180AMPATH
75928,61946003,"SNOMED CT",N/A,"61946003SNOMED CT"
78632,6218,RxNORM,N/A,6218RxNORM
73591,62353003,"SNOMED CT",N/A,"62353003SNOMED CT"
86663,623,AMPATH,N/A,623AMPATH
76613,6247001,"SNOMED CT",N/A,"6247001SNOMED CT"
84309,625,AMPATH,N/A,625AMPATH
84309,626,AMPATH,N/A,626AMPATH
1447,6282,AMPATH,N/A,6282AMPATH
78643,628,AMPATH,N/A,628AMPATH
78643,629,AMPATH,N/A,629AMPATH
73547,63084001,"SNOMED CT",N/A,"63084001SNOMED CT"
630,630,AMPATH,N/A,630AMPATH
630,630,CIEL,N/A,630CIEL
86353,63136007,"SNOMED CT",N/A,"63136007SNOMED CT"
80586,631,AMPATH,N/A,631AMPATH
80586,632,AMPATH,N/A,632AMPATH
75523,633,AMPATH,N/A,633AMPATH
77343,63682003,"SNOMED CT",N/A,"63682003SNOMED CT"
78796,6373,RxNORM,N/A,6373RxNORM
161182,64115004,"SNOMED NP",N/A,"64115004SNOMED NP"
74204,64127001,"SNOMED CT",N/A,"64127001SNOMED CT"
71061,643,RxNORM,N/A,643RxNORM
82762,64520006,"SNOMED NP",N/A,"64520006SNOMED NP"
79054,6470,RxNORM,N/A,6470RxNORM
82734,65088001,"SNOMED NP",N/A,"65088001SNOMED NP"
78280,656,AMPATH,N/A,656AMPATH
78280,656,PIH,N/A,656PIH
79247,6585,RxNORM,N/A,6585RxNORM
74269,65972004,"SNOMED CT",N/A,"65972004SNOMED CT"
73241,6612003,"SNOMED CT",N/A,"6612003SNOMED CT"
86688,6625006,"SNOMED CT",N/A,"6625006SNOMED CT"
84894,66261008,"SNOMED CT",N/A,"66261008SNOMED CT"
104567,6635,PIH,N/A,6635PIH
78258,66492008,"SNOMED CT",N/A,"66492008SNOMED CT"
83027,66508001,"SNOMED NP",N/A,"66508001SNOMED NP"
86083,66509009,"SNOMED NP",N/A,"66509009SNOMED NP"
77038,66603002,"SNOMED NP",N/A,"66603002SNOMED NP"
79409,6669,RxNORM,N/A,6669RxNORM
79413,6672,RxNORM,N/A,6672RxNORM
72124,66854004,"SNOMED CT",N/A,"66854004SNOMED CT"
81601,66912,RxNORM,N/A,66912RxNORM
82567,66925,RxNORM,N/A,66925RxNORM
86083,66955,RxNORM,N/A,66955RxNORM
77054,67079006,"SNOMED NP",N/A,"67079006SNOMED NP"
71768,67221004,"SNOMED CT",N/A,"67221004SNOMED CT"
78643,68244,RxNORM,N/A,68244RxNORM
1652,687064,RxNORM,Boolean,687064RxNORM
79723,6876,RxNORM,N/A,6876RxNORM
79726,6878,RxNORM,N/A,6878RxNORM
79701,68887009,"SNOMED CT",N/A,"68887009SNOMED CT"
73637,699003,"SNOMED CT",N/A,"699003SNOMED CT"
71902,6,AMPATH,N/A,6AMPATH
70035,70035,CIEL,N/A,70035CIEL
70039,70039,CIEL,N/A,70039CIEL
70057,70057,CIEL,N/A,70057CIEL
70116,70116,CIEL,N/A,70116CIEL
70125,70125,CIEL,N/A,70125CIEL
70129,70129,CIEL,N/A,70129CIEL
70149,70149,CIEL,N/A,70149CIEL
70153,70153,CIEL,N/A,70153CIEL
70229,70229,CIEL,N/A,70229CIEL
70246,70246,CIEL,N/A,70246CIEL
70294,70294,CIEL,N/A,70294CIEL
84047,70379000,"SNOMED CT",N/A,"70379000SNOMED CT"
70439,70439,CIEL,N/A,70439CIEL
70461,70461,CIEL,N/A,70461CIEL
931,704,RxNORM,N/A,704RxNORM
190,706506000,"SNOMED CT",N/A,"706506000SNOMED CT"
70879,70879,CIEL,N/A,70879CIEL
80193,7090,RxNORM,N/A,7090RxNORM
70942,70942,CIEL,N/A,70942CIEL
71061,71061,CIEL,N/A,71061CIEL
71071,71071,CIEL,N/A,71071CIEL
71119,71119,CIEL,N/A,71119CIEL
71138,71138,CIEL,N/A,71138CIEL
71154,71154,CIEL,N/A,71154CIEL
71162,71162,CIEL,N/A,71162CIEL
71184,71184,CIEL,N/A,71184CIEL
71191,71191,CIEL,N/A,71191CIEL
82024,71227,RxNORM,N/A,71227RxNORM
71371,71371,CIEL,N/A,71371CIEL
75224,71417000,"SNOMED CT",N/A,"71417000SNOMED CT"
82228,71462001,"SNOMED CT",N/A,"71462001SNOMED CT"
86346,71516007,"SNOMED CT",N/A,"71516007SNOMED CT"
71560,71560,CIEL,N/A,71560CIEL
71561,71561,CIEL,N/A,71561CIEL
71589,71589,CIEL,N/A,71589CIEL
71602,71602,CIEL,N/A,71602CIEL
71648,71648,CIEL,N/A,71648CIEL
71671,71671,CIEL,N/A,71671CIEL
71682,71682,CIEL,N/A,71682CIEL
75121,71722,RxNORM,N/A,71722RxNORM
80704,71759000,"SNOMED CT",N/A,"71759000SNOMED CT"
71768,71768,CIEL,N/A,71768CIEL
71780,71780,CIEL,N/A,71780CIEL
71867,71867,CIEL,N/A,71867CIEL
71902,71902,CIEL,N/A,71902CIEL
71917,71917,CIEL,N/A,71917CIEL
154378,719872,RxNORM,N/A,719872RxNORM
72055,72055,CIEL,N/A,72055CIEL
72063,72063,CIEL,N/A,72063CIEL
72075,72075,CIEL,N/A,72075CIEL
72081,72081,CIEL,N/A,72081CIEL
72124,72124,CIEL,N/A,72124CIEL
72155,72155,CIEL,N/A,72155CIEL
72218,72218,CIEL,N/A,72218CIEL
72248,72248,CIEL,N/A,72248CIEL
72265,72265,CIEL,N/A,72265CIEL
70246,72387009,"SNOMED CT",N/A,"72387009SNOMED CT"
72484,72484,CIEL,N/A,72484CIEL
72506,72506,CIEL,N/A,72506CIEL
72610,72610,CIEL,N/A,72610CIEL
72621,72621,CIEL,N/A,72621CIEL
85013,72623000,"SNOMED CT",N/A,"72623000SNOMED CT"
72650,72650,CIEL,N/A,72650CIEL
72671,72671,CIEL,N/A,72671CIEL
72678,72678,CIEL,N/A,72678CIEL
71671,72752006,"SNOMED CT",N/A,"72752006SNOMED CT"
72794,72794,CIEL,N/A,72794CIEL
72822,72822,CIEL,N/A,72822CIEL
83725,72870001,"SNOMED CT",N/A,"72870001SNOMED CT"
72876,72876,CIEL,N/A,72876CIEL
73581,72924009,"SNOMED CT",N/A,"72924009SNOMED CT"
75106,72962,RxNORM,N/A,72962RxNORM
84102,72968006,"SNOMED CT",N/A,"72968006SNOMED CT"
72999,72999,CIEL,N/A,72999CIEL
161900,729,PIH,N/A,729PIH
73006,73006,CIEL,N/A,73006CIEL
73019,73019,CIEL,N/A,73019CIEL
73035,73035,CIEL,N/A,73035CIEL
73042,73042,CIEL,N/A,73042CIEL
73087,73087,CIEL,N/A,73087CIEL
73088,73088,CIEL,N/A,73088CIEL
80534,7316,RxNORM,N/A,7316RxNORM
73193,73193,CIEL,N/A,73193CIEL
73237,73237,CIEL,N/A,73237CIEL
73240,73240,CIEL,N/A,73240CIEL
73241,73241,CIEL,N/A,73241CIEL
73265,73265,CIEL,N/A,73265CIEL
73284,73284,CIEL,N/A,73284CIEL
71184,732,RxNORM,N/A,732RxNORM
73301,73301,CIEL,N/A,73301CIEL
73303,73303,CIEL,N/A,73303CIEL
73312,73312,CIEL,N/A,73312CIEL
73331,73331,CIEL,N/A,73331CIEL
73350,73350,CIEL,N/A,73350CIEL
73354,73354,CIEL,N/A,73354CIEL
73450,73450,CIEL,N/A,73450CIEL
73498,73498,CIEL,N/A,73498CIEL
73546,73546,CIEL,N/A,73546CIEL
73547,73547,CIEL,N/A,73547CIEL
73581,73581,CIEL,N/A,73581CIEL
82024,73585007,"SNOMED CT",N/A,"73585007SNOMED CT"
73591,73591,CIEL,N/A,73591CIEL
73593,73593,CIEL,N/A,73593CIEL
71780,735,AMPATH,N/A,735AMPATH
73624,73624,CIEL,N/A,73624CIEL
73629,73629,CIEL,N/A,73629CIEL
73632,73632,CIEL,N/A,73632CIEL
73637,73637,CIEL,N/A,73637CIEL
73671,73671,CIEL,N/A,73671CIEL
80603,7402,RxNORM,N/A,7402RxNORM
74095,74095,CIEL,N/A,74095CIEL
74121,74121,CIEL,N/A,74121CIEL
74123,74123,CIEL,N/A,74123CIEL
74127,74127,CIEL,N/A,74127CIEL
74177,74177,CIEL,N/A,74177CIEL
80637,7417,RxNORM,N/A,7417RxNORM
74196,74196,CIEL,N/A,74196CIEL
79053,741,AMPATH,N/A,741AMPATH
74204,74204,CIEL,N/A,74204CIEL
80650,7421,RxNORM,N/A,7421RxNORM
71682,74237004,"SNOMED NP",N/A,"74237004SNOMED NP"
74250,74250,CIEL,N/A,74250CIEL
74258,74258,CIEL,N/A,74258CIEL
74269,74269,CIEL,N/A,74269CIEL
76488,744,AMPATH,N/A,744AMPATH
74546,74546,CIEL,N/A,74546CIEL
75948,745,AMPATH,N/A,745AMPATH
75948,745,PIH,N/A,745PIH
74613,74613,CIEL,N/A,74613CIEL
74614,74614,CIEL,N/A,74614CIEL
74657,74657,CIEL,N/A,74657CIEL
82726,74674007,"SNOMED CT",N/A,"74674007SNOMED CT"
81287,747006,"SNOMED NP",N/A,"747006SNOMED NP"
74715,74715,CIEL,N/A,74715CIEL
74741,74741,CIEL,N/A,74741CIEL
74745,74745,CIEL,N/A,74745CIEL
76488,747,AMPATH,N/A,747AMPATH
76488,747,PIH,N/A,747PIH
74807,74807,CIEL,N/A,74807CIEL
74821,74821,CIEL,N/A,74821CIEL
74860,74860,CIEL,N/A,74860CIEL
80719,7486,RxNORM,N/A,7486RxNORM
74917,74917,CIEL,N/A,74917CIEL
74936,74936,CIEL,N/A,74936CIEL
74975,74975,CIEL,N/A,74975CIEL
83533,74,"HL-7 CVX",N/A,"74HL-7 CVX"
75029,75029,CIEL,N/A,75029CIEL
75031,75031,CIEL,N/A,75031CIEL
79304,7509000,"SNOMED CT",N/A,"7509000SNOMED CT"
78280,750,AMPATH,N/A,750AMPATH
75106,75106,CIEL,N/A,75106CIEL
76553,75115009,"SNOMED CT",N/A,"75115009SNOMED CT"
75121,75121,CIEL,N/A,75121CIEL
75178,75178,CIEL,N/A,75178CIEL
75217,75217,CIEL,N/A,75217CIEL
75224,75224,CIEL,N/A,75224CIEL
75226,75226,CIEL,N/A,75226CIEL
86267,75292001,"SNOMED CT",N/A,"75292001SNOMED CT"
86546,75327003,"SNOMED NP",N/A,"75327003SNOMED NP"
85134,75359005,"SNOMED NP",N/A,"75359005SNOMED NP"
72671,75366006,"SNOMED CT",N/A,"75366006SNOMED CT"
76734,753,AMPATH,N/A,753AMPATH
78788,754,AMPATH,N/A,754AMPATH
75523,75523,CIEL,N/A,75523CIEL
75535,75535,CIEL,N/A,75535CIEL
78788,755,AMPATH,N/A,755AMPATH
75628,75628,CIEL,N/A,75628CIEL
75634,75634,CIEL,N/A,75634CIEL
75722,75722,CIEL,N/A,75722CIEL
73624,757,AMPATH,N/A,757AMPATH
75802,75802,CIEL,N/A,75802CIEL
75843,75843,CIEL,N/A,75843CIEL
75844,75844,CIEL,N/A,75844CIEL
75846,75846,CIEL,N/A,75846CIEL
75847,75847,CIEL,N/A,75847CIEL
792,758660,RxNORM,N/A,758660RxNORM
75928,75928,CIEL,N/A,75928CIEL
75948,75948,CIEL,N/A,75948CIEL
75949,75949,CIEL,N/A,75949CIEL
75953,75953,CIEL,N/A,75953CIEL
75976,75976,CIEL,N/A,75976CIEL
80945,7597,RxNORM,N/A,7597RxNORM
75984,75984,CIEL,N/A,75984CIEL
76027,76027,CIEL,N/A,76027CIEL
76164,76164,CIEL,N/A,76164CIEL
81022,7623,RxNORM,N/A,7623RxNORM
76343,76343,CIEL,N/A,76343CIEL
76408,76408,CIEL,N/A,76408CIEL
76488,76488,CIEL,N/A,76488CIEL
76489,76489,CIEL,N/A,76489CIEL
76494,76494,CIEL,N/A,76494CIEL
76550,76550,CIEL,N/A,76550CIEL
76553,76553,CIEL,N/A,76553CIEL
76558,76558,CIEL,N/A,76558CIEL
76559,76559,CIEL,N/A,76559CIEL
76613,76613,CIEL,N/A,76613CIEL
76624,76624,CIEL,N/A,76624CIEL
76734,76734,CIEL,N/A,76734CIEL
767,767,AMPATH,N/A,767AMPATH
767,767,CIEL,N/A,767CIEL
81953,76898000,"SNOMED NP",N/A,"76898000SNOMED NP"
768,768,AMPATH,N/A,768AMPATH
768,768,CIEL,N/A,768CIEL
76942,76942,CIEL,N/A,76942CIEL
77029,77029,CIEL,N/A,77029CIEL
77038,77038,CIEL,N/A,77038CIEL
75029,77048008,"SNOMED CT",N/A,"77048008SNOMED CT"
77054,77054,CIEL,N/A,77054CIEL
77064,77064,CIEL,N/A,77064CIEL
77165,77165,CIEL,N/A,77165CIEL
